indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,28.7,23.3,34.6,23.3 - 34.6,27.8-30.8
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,8,June 18 - June 23,27.7,24.3,31.2,24.3 - 31.2,21.3-27.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,39,33.8,44.3,33.8 - 44.3,33.4-41.3
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,8,June 18 - June 23,37.1,33,41.4,33.0 - 41.4,33.4-41.3
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,8,June 18 - June 23,32.7,29.7,35.8,29.7 - 35.8,30.9-33.3
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,8,June 18 - June 23,28.2,24.5,32.2,24.5 - 32.2,27.8-30.8
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,8,June 18 - June 23,31.4,26.5,36.6,26.5 - 36.6,30.9-33.3
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,8,June 18 - June 23,24.2,19.2,29.8,19.2 - 29.8,21.3-27.7
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,8,June 18 - June 23,30.8,26.2,35.8,26.2 - 35.8,27.8-30.8
Symptoms of Anxiety Disorder,By State,Texas,Texas,8,June 18 - June 23,32.1,28.8,35.4,28.8 - 35.4,30.9-33.3
Symptoms of Anxiety Disorder,By State,Utah,Utah,8,June 18 - June 23,33.3,29.1,37.6,29.1 - 37.6,30.9-33.3
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,8,June 18 - June 23,25,19.8,30.9,19.8 - 30.9,21.3-27.7
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,8,June 18 - June 23,31.9,27.6,36.5,27.6 - 36.5,30.9-33.3
Symptoms of Anxiety Disorder,By State,Washington,Washington,8,June 18 - June 23,30.5,27.2,34,27.2 - 34.0,27.8-30.8
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,8,June 18 - June 23,34.7,28.3,41.5,28.3 - 41.5,33.4-41.3
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,8,June 18 - June 23,21.3,17.6,25.4,17.6 - 25.4,21.3-27.7
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,8,June 18 - June 23,23.7,19.4,28.3,19.4 - 28.3,21.3-27.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,8,June 18 - June 23,38,33.2,43,33.2 - 43.0,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,8,June 18 - June 23,37.1,32.8,41.5,32.8 - 41.5,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,8,June 18 - June 23,40.1,37.2,42.9,37.2 - 42.9,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,8,June 18 - June 23,38.2,33.2,43.3,33.2 - 43.3,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,8,June 18 - June 23,39.1,36.3,42,36.3 - 42.0,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,8,June 18 - June 23,31.4,26.5,36.7,26.5 - 36.7,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,8,June 18 - June 23,39.4,34.8,44.1,34.8 - 44.1,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,8,June 18 - June 23,30.9,26.2,36,26.2 - 36.0,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,8,June 18 - June 23,43.1,37.9,48.4,37.9 - 48.4,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,8,June 18 - June 23,39.7,36.4,43.1,36.4 - 43.1,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,8,June 18 - June 23,36.3,31.8,41,31.8 - 41.0,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,8,June 18 - June 23,29.4,25.4,33.6,25.4 - 33.6,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,8,June 18 - June 23,31.7,27.7,36,27.7 - 36.0,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,8,June 18 - June 23,34.2,30.8,37.7,30.8 - 37.7,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,8,June 18 - June 23,35.9,31.6,40.4,31.6 - 40.4,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,8,June 18 - June 23,37.4,33,41.9,33.0 - 41.9,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,8,June 18 - June 23,32.9,27.6,38.5,27.6 - 38.5,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,8,June 18 - June 23,38.3,33.1,43.7,33.1 - 43.7,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,8,June 18 - June 23,46.8,41.5,52.2,41.5 - 52.2,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,8,June 18 - June 23,28.7,23.8,34,23.8 - 34.0,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,8,June 18 - June 23,33.3,29.9,36.8,29.9 - 36.8,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,33.7,29.6,38,29.6 - 38.0,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,8,June 18 - June 23,31.9,29.2,34.7,29.2 - 34.7,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,30.6,26.2,35.4,26.2 - 35.4,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,37.6,31.8,43.6,31.8 - 43.6,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,8,June 18 - June 23,32.9,27.8,38.2,27.8 - 38.2,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,8,June 18 - June 23,30.9,26.9,35.1,26.9 - 35.1,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,31.2,26.7,35.9,26.7 - 35.9,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,8,June 18 - June 23,45.6,41.6,49.6,41.6 - 49.6,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,8,June 18 - June 23,34.4,28.2,40.9,28.2 - 40.9,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,34.1,29.6,38.8,29.6 - 38.8,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,42.5,37.7,47.4,37.7 - 47.4,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,8,June 18 - June 23,32.9,29.4,36.7,29.4 - 36.7,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,34.1,30.2,38.3,30.2 - 38.3,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,33,27.2,39.2,27.2 - 39.2,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,8,June 18 - June 23,31.6,28.2,35.1,28.2 - 35.1,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,44.5,39.2,49.8,39.2 - 49.8,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,8,June 18 - June 23,42.4,38.3,46.6,38.3 - 46.6,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,8,June 18 - June 23,39.8,36.1,43.5,36.1 - 43.5,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,8,June 18 - June 23,32.9,29.1,36.8,29.1 - 36.8,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,8,June 18 - June 23,34.4,29.5,39.6,29.5 - 39.6,31.8-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,8,June 18 - June 23,31,25.1,37.4,25.1 - 37.4,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,8,June 18 - June 23,36.6,31.5,42,31.5 - 42.0,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,8,June 18 - June 23,36.2,32.9,39.6,32.9 - 39.6,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,8,June 18 - June 23,37.2,33,41.6,33.0 - 41.6,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,8,June 18 - June 23,27.9,22.1,34.3,22.1 - 34.3,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,8,June 18 - June 23,36.9,32.5,41.4,32.5 - 41.4,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,8,June 18 - June 23,34.7,31.3,38.2,31.3 - 38.2,34.5-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,8,June 18 - June 23,38.4,31.8,45.3,31.8 - 45.3,38.4-46.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,8,June 18 - June 23,24.6,20.7,28.8,20.7 - 28.8,24.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,8,June 18 - June 23,28.4,23.4,33.8,23.4 - 33.8,24.6-31.7
Symptoms of Depressive Disorder,By State,Alabama,Alabama,9,June 25 - June 30,26.5,21.4,32,21.4 - 32.0,26.1-28.9
Symptoms of Depressive Disorder,By State,Alaska,Alaska,9,June 25 - June 30,23.8,19.1,28.9,19.1 - 28.9,19.0-23.8
Symptoms of Depressive Disorder,By State,Arizona,Arizona,9,June 25 - June 30,32.7,28.7,36.9,28.7 - 36.9,29.0-34.5
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,9,June 25 - June 30,29.6,26,33.5,26.0 - 33.5,29.0-34.5
Symptoms of Depressive Disorder,By State,California,California,9,June 25 - June 30,27.6,24.9,30.6,24.9 - 30.6,26.1-28.9
Symptoms of Depressive Disorder,By State,Colorado,Colorado,9,June 25 - June 30,26.1,21.6,31,21.6 - 31.0,26.1-28.9
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,9,June 25 - June 30,24,20.5,27.7,20.5 - 27.7,23.9-26.0
Symptoms of Depressive Disorder,By State,Delaware,Delaware,9,June 25 - June 30,25.4,20.8,30.4,20.8 - 30.4,23.9-26.0
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,9,June 25 - June 30,27.6,22.4,33.2,22.4 - 33.2,26.1-28.9
Symptoms of Depressive Disorder,By State,Florida,Florida,9,June 25 - June 30,31.8,28,35.9,28.0 - 35.9,29.0-34.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,9,June 25 - June 30,31.4,26.6,36.5,26.6 - 36.5,29.0-34.5
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,9,June 25 - June 30,28.2,22.3,34.6,22.3 - 34.6,26.1-28.9
Symptoms of Depressive Disorder,By State,Idaho,Idaho,9,June 25 - June 30,29.5,25.4,33.9,25.4 - 33.9,29.0-34.5
Symptoms of Depressive Disorder,By State,Illinois,Illinois,9,June 25 - June 30,28.1,24.2,32.2,24.2 - 32.2,26.1-28.9
Symptoms of Depressive Disorder,By State,Indiana,Indiana,9,June 25 - June 30,26.2,22.8,29.8,22.8 - 29.8,26.1-28.9
Symptoms of Depressive Disorder,By State,Iowa,Iowa,9,June 25 - June 30,23.1,19.1,27.6,19.1 - 27.6,19.0-23.8
Symptoms of Depressive Disorder,By State,Kansas,Kansas,9,June 25 - June 30,20.9,17.6,24.5,17.6 - 24.5,19.0-23.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,9,June 25 - June 30,26.4,22.7,30.4,22.7 - 30.4,26.1-28.9
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,9,June 25 - June 30,32.2,27.3,37.4,27.3 - 37.4,29.0-34.5
Symptoms of Depressive Disorder,By State,Maine,Maine,9,June 25 - June 30,23.8,18.2,30.2,18.2 - 30.2,19.0-23.8
Symptoms of Depressive Disorder,By State,Maryland,Maryland,9,June 25 - June 30,22.1,18.6,26,18.6 - 26.0,19.0-23.8
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,24.2,20.6,28.1,20.6 - 28.1,23.9-26.0
Symptoms of Depressive Disorder,By State,Michigan,Michigan,9,June 25 - June 30,23.5,19.9,27.4,19.9 - 27.4,19.0-23.8
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,22.3,18.2,26.8,18.2 - 26.8,19.0-23.8
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,34.4,28.9,40.3,28.9 - 40.3,29.0-34.5
Symptoms of Depressive Disorder,By State,Missouri,Missouri,9,June 25 - June 30,25.6,22.4,28.9,22.4 - 28.9,23.9-26.0
Symptoms of Depressive Disorder,By State,Montana,Montana,9,June 25 - June 30,22.2,18.1,26.7,18.1 - 26.7,19.0-23.8
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,22,17.3,27.2,17.3 - 27.2,19.0-23.8
Symptoms of Depressive Disorder,By State,Nevada,Nevada,9,June 25 - June 30,26.8,23.2,30.7,23.2 - 30.7,26.1-28.9
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,9,June 25 - June 30,24.3,19.9,29.3,19.9 - 29.3,23.9-26.0
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,24.2,20.3,28.5,20.3 - 28.5,23.9-26.0
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,29.7,25.1,34.7,25.1 - 34.7,29.0-34.5
Symptoms of Depressive Disorder,By State,New York,New York,9,June 25 - June 30,23.9,20.6,27.4,20.6 - 27.4,23.9-26.0
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,22.7,19.3,26.4,19.3 - 26.4,19.0-23.8
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,25,19.5,31.2,19.5 - 31.2,23.9-26.0
Symptoms of Depressive Disorder,By State,Ohio,Ohio,9,June 25 - June 30,23.3,19.6,27.4,19.6 - 27.4,19.0-23.8
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,32.8,27.9,38.1,27.9 - 38.1,29.0-34.5
Symptoms of Depressive Disorder,By State,Oregon,Oregon,9,June 25 - June 30,27.1,23.5,30.9,23.5 - 30.9,26.1-28.9
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,9,June 25 - June 30,26.5,22.2,31.1,22.2 - 31.1,26.1-28.9
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,9,June 25 - June 30,24,20,28.3,20.0 - 28.3,23.9-26.0
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,9,June 25 - June 30,28.9,24.3,33.8,24.3 - 33.8,26.1-28.9
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,9,June 25 - June 30,25.1,19.1,31.9,19.1 - 31.9,23.9-26.0
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,9,June 25 - June 30,30.5,25.7,35.5,25.7 - 35.5,29.0-34.5
Symptoms of Depressive Disorder,By State,Texas,Texas,9,June 25 - June 30,28.2,25.7,30.7,25.7 - 30.7,26.1-28.9
Symptoms of Depressive Disorder,By State,Utah,Utah,9,June 25 - June 30,26,22.7,29.4,22.7 - 29.4,23.9-26.0
Symptoms of Depressive Disorder,By State,Vermont,Vermont,9,June 25 - June 30,22.3,16.1,29.6,16.1 - 29.6,19.0-23.8
Symptoms of Depressive Disorder,By State,Virginia,Virginia,9,June 25 - June 30,24.2,21,27.6,21.0 - 27.6,23.9-26.0
Symptoms of Depressive Disorder,By State,Washington,Washington,9,June 25 - June 30,31.1,27.2,35.1,27.2 - 35.1,29.0-34.5
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,9,June 25 - June 30,34.5,28.3,41.1,28.3 - 41.1,29.0-34.5
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,9,June 25 - June 30,19,15.3,23.2,15.3 - 23.2,19.0-23.8
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,9,June 25 - June 30,23.4,18.1,29.3,18.1 - 29.3,19.0-23.8
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,9,June 25 - June 30,28.7,24.4,33.3,24.4 - 33.3,25.1-29.4
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,9,June 25 - June 30,32.5,28.5,36.7,28.5 - 36.7,32.3-34.7
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,9,June 25 - June 30,39.7,35.7,43.9,35.7 - 43.9,34.8-40.5
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,9,June 25 - June 30,33.5,30,37.2,30.0 - 37.2,32.3-34.7
Symptoms of Anxiety Disorder,By State,California,California,9,June 25 - June 30,32.2,30.1,34.4,30.1 - 34.4,29.5-32.2
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,9,June 25 - June 30,33,29,37.2,29.0 - 37.2,32.3-34.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,9,June 25 - June 30,32.5,28.3,37,28.3 - 37.0,32.3-34.7
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,9,June 25 - June 30,27.4,22.7,32.6,22.7 - 32.6,25.1-29.4
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,9,June 25 - June 30,29.6,23.5,36.3,23.5 - 36.3,29.5-32.2
Symptoms of Anxiety Disorder,By State,Florida,Florida,9,June 25 - June 30,37.7,34.6,40.8,34.6 - 40.8,34.8-40.5
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,9,June 25 - June 30,36.8,32.5,41.3,32.5 - 41.3,34.8-40.5
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,9,June 25 - June 30,31.5,26.7,36.6,26.7 - 36.6,29.5-32.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,9,June 25 - June 30,32.9,28.8,37.2,28.8 - 37.2,32.3-34.7
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,9,June 25 - June 30,33.7,29.4,38.3,29.4 - 38.3,32.3-34.7
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,9,June 25 - June 30,34.7,31.4,38.2,31.4 - 38.2,32.3-34.7
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,9,June 25 - June 30,31.5,26.7,36.6,26.7 - 36.6,29.5-32.2
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,9,June 25 - June 30,28,23.6,32.6,23.6 - 32.6,25.1-29.4
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,9,June 25 - June 30,33.9,28.9,39.3,28.9 - 39.3,32.3-34.7
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,9,June 25 - June 30,40.5,34.8,46.5,34.8 - 46.5,34.8-40.5
Symptoms of Anxiety Disorder,By State,Maine,Maine,9,June 25 - June 30,32,27.1,37.3,27.1 - 37.3,29.5-32.2
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,9,June 25 - June 30,29.5,26.1,33.1,26.1 - 33.1,29.5-32.2
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,9,June 25 - June 30,28.7,25,32.6,25.0 - 32.6,25.1-29.4
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,9,June 25 - June 30,29.7,26.3,33.4,26.3 - 33.4,29.5-32.2
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,9,June 25 - June 30,25.1,21,29.6,21.0 - 29.6,25.1-29.4
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,36.5,31.2,42.1,31.2 - 42.1,34.8-40.5
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,9,June 25 - June 30,32.2,28.9,35.6,28.9 - 35.6,29.5-32.2
Symptoms of Anxiety Disorder,By State,Montana,Montana,9,June 25 - June 30,25.7,21.5,30.3,21.5 - 30.3,25.1-29.4
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,27.8,22.9,33,22.9 - 33.0,25.1-29.4
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,9,June 25 - June 30,35,31.1,39.1,31.1 - 39.1,34.8-40.5
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,9,June 25 - June 30,27.5,23.8,31.4,23.8 - 31.4,25.1-29.4
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,30.2,26,34.6,26.0 - 34.6,29.5-32.2
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,32.2,27.5,37.3,27.5 - 37.3,29.5-32.2
Symptoms of Anxiety Disorder,By State,New York,New York,9,June 25 - June 30,30.6,27,34.4,27.0 - 34.4,29.5-32.2
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,30.4,26.3,34.9,26.3 - 34.9,29.5-32.2
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,9,June 25 - June 30,29.4,23,36.4,23.0 - 36.4,25.1-29.4
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,9,June 25 - June 30,28.8,25.2,32.6,25.2 - 32.6,25.1-29.4
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,9,June 25 - June 30,36.5,31.4,41.9,31.4 - 41.9,34.8-40.5
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,9,June 25 - June 30,34.1,30.3,38.1,30.3 - 38.1,32.3-34.7
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,9,June 25 - June 30,33.4,29.1,38,29.1 - 38.0,32.3-34.7
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,9,June 25 - June 30,28.9,24.4,33.7,24.4 - 33.7,25.1-29.4
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,9,June 25 - June 30,35,30.9,39.2,30.9 - 39.2,34.8-40.5
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,9,June 25 - June 30,31.4,24.9,38.5,24.9 - 38.5,29.5-32.2
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,9,June 25 - June 30,37.6,32.1,43.2,32.1 - 43.2,34.8-40.5
Symptoms of Anxiety Disorder,By State,Texas,Texas,9,June 25 - June 30,35.9,33.3,38.7,33.3 - 38.7,34.8-40.5
Symptoms of Anxiety Disorder,By State,Utah,Utah,9,June 25 - June 30,33,29.5,36.7,29.5 - 36.7,32.3-34.7
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,9,June 25 - June 30,29.7,23.9,36.1,23.9 - 36.1,29.5-32.2
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,9,June 25 - June 30,29.3,25.9,32.9,25.9 - 32.9,25.1-29.4
Symptoms of Anxiety Disorder,By State,Washington,Washington,9,June 25 - June 30,37,33,41.1,33.0 - 41.1,34.8-40.5
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,9,June 25 - June 30,40.5,35.1,46.2,35.1 - 46.2,34.8-40.5
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,9,June 25 - June 30,25.5,20.5,31.1,20.5 - 31.1,25.1-29.4
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,9,June 25 - June 30,31.6,26.8,36.8,26.8 - 36.8,29.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,9,June 25 - June 30,35.9,31.1,41,31.1 - 41.0,34.1-35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,9,June 25 - June 30,35.3,31.1,39.6,31.1 - 39.6,34.1-35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,9,June 25 - June 30,44.1,40.4,47.9,40.4 - 47.9,39.5-45.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,9,June 25 - June 30,37.4,33.4,41.5,33.4 - 41.5,36.0-39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,9,June 25 - June 30,38.1,35.6,40.7,35.6 - 40.7,36.0-39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,9,June 25 - June 30,37.3,32.9,41.9,32.9 - 41.9,36.0-39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,9,June 25 - June 30,35.3,31,39.9,31.0 - 39.9,34.1-35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,9,June 25 - June 30,33.2,28.1,38.7,28.1 - 38.7,29.2-34.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,9,June 25 - June 30,39.4,33.5,45.6,33.5 - 45.6,36.0-39.4
